"","id","text","secs","nlines","nchars","cps","nchars_longest_line","link","high_cps","long_line","too_many_lines","nfails"
"11",998,"specialmente perché le persone sembrano non riconoscerli\Ncome senzienti né avere nessuna considerazione per\N# REVISORI: primo sub di spezzone",4.80000000000018,3,120,24.9999999999991,50,"https://youtu.be/Jaok_8MNntQ?t=6000",FALSE,TRUE,TRUE,2
"12",1583,"e necessitano di una spiegazione approfondita, ma si possono comunque\Nindirizzare velocemente. La risposta deve sempre\N# REVISORI: primo sub di spezzone",6.15999999999985,3,127,20.6168831168836,59,"https://youtu.be/Jaok_8MNntQ?t=10201",FALSE,TRUE,TRUE,2
"13",1423,"e il modo in cui tentano di far credere ai vegani\Nche le piante abbiano sentimenti, per esempio, è come\N# REVISORI: primo sub di spezzone",5.52000000000044,3,108,19.5652173913028,43,"https://youtu.be/Jaok_8MNntQ?t=9000",FALSE,TRUE,TRUE,2
"14",945,"perché utilizzare statistiche ambientali che cambiano in continuazione\NIn questo ambito, ricerche possono\N# REVISORI: primo sub di spezzone",6.16000000000076,3,118,19.1558441558418,63,"https://youtu.be/Jaok_8MNntQ?t=5699",FALSE,TRUE,TRUE,2
"15",1342,"non lasciatevi distrarre e paragonate\Ngli abusi sugli animali ad una ingiustizia analoga per\N# REVISORI: primo sub di spezzone",5.60000000000036,3,105,18.7499999999988,46,"https://youtu.be/Jaok_8MNntQ?t=8400",FALSE,TRUE,TRUE,2
"16",1297,"Qual è la parte falsa? Ditegli di andare\Nloro stessi in un allevamento a vedere cosa succede.\N# REVISORI: primo sub di spezzone",5.60000000000036,3,101,18.0357142857131,43,"https://youtu.be/Jaok_8MNntQ?t=8100",FALSE,TRUE,TRUE,2
"17",1175,"è la responsabilità per quello che\Nstanno facendo agli animali, tutto qui. Andiamo avanti\N# REVISORI: primo sub di spezzone",7.44000000000051,3,100,13.4408602150528,45,"https://youtu.be/Jaok_8MNntQ?t=7202",FALSE,TRUE,TRUE,2
"18",1047,"Ok, dov'è?\N# REVISORI: primo sub di spezzone",1.03999999999996,2,32,30.7692307692318,26,"https://youtu.be/Jaok_8MNntQ?t=6305",TRUE,FALSE,FALSE,1
"19",1244,"""Beh, pensandoci bene, son diventato vegano quando ho visto\Nciò che succedeva nell'industria lattiero-casearia"" ma ad un certo punto",3.76000000000022,2,108,28.7234042553175,60,"https://youtu.be/Jaok_8MNntQ?t=7715",FALSE,TRUE,FALSE,1
"20",1133,"senza trattarli diversamente da chiunque altro\Ncon lo stesso approccio che stiamo condividendo ora",2.96000000000004,2,85,28.7162162162159,44,"https://youtu.be/Jaok_8MNntQ?t=6887",FALSE,TRUE,FALSE,1
"21",1235,"e questo è ciò che potete fare se avete qualche\Ndomanda, ma ci sono domande che stanno arrivando ora,",2.96000000000004,2,81,27.3648648648645,43,"https://youtu.be/Jaok_8MNntQ?t=7662",FALSE,TRUE,FALSE,1
"22",252,"ma assumeresti la stessa posizione se si parlasse di qualsiasi altro argomento?",2.46000000000004,1,67,27.2357723577232,67,"https://youtu.be/Jaok_8MNntQ?t=1684",FALSE,TRUE,FALSE,1
"23",939,"di amare gli animali per non accoltellarli a morte. Non\Nhai bisogno di amare le persone di colore per sapere",3.28000000000065,2,88,26.8292682926776,45,"https://youtu.be/Jaok_8MNntQ?t=5668",FALSE,TRUE,FALSE,1
"24",852,"- ""Dopo aver visto questo video, dopo che abbiamo parlato,",1.70000000000073,1,45,26.4705882352828,45,"https://youtu.be/Jaok_8MNntQ?t=5164",FALSE,TRUE,FALSE,1
"25",825,"avete detto di essere contrarie all'abuso degli animali\Ne che siete terrificate da ciò che vedete sullo schermo,",3.52000000000044,2,93,26.4204545454513,47,"https://youtu.be/Jaok_8MNntQ?t=5020",FALSE,TRUE,FALSE,1
"26",1400,"e qui qualcuno dice ""la cosa migliore che può fare una persona logica\Nè adottare una dieta vegetale, il veganismo proviene dal cuore,",4.23999999999978,2,108,25.4716981132089,56,"https://youtu.be/Jaok_8MNntQ?t=8833",FALSE,TRUE,FALSE,1
"27",166,"dubitare, ricordatevi semplicemente che dovete parlare\Nper gli animali nello stesso modo in cui",3.20000000000005,2,81,25.3124999999996,48,"https://youtu.be/Jaok_8MNntQ?t=1209",FALSE,TRUE,FALSE,1
"28",1471,"abbiamo messo questa slide subito dopo. Quindi, il metodo socratico\Nil metodo socratico, l'intervista socratica",3.68000000000029,2,93,25.2717391304328,56,"https://youtu.be/Jaok_8MNntQ?t=9361",FALSE,TRUE,FALSE,1
"29",765,"Questo sono io che raddoppio\Nper essere sicuro di averli conquistati su questo punto.",2.82999999999993,2,71,25.0883392226155,47,"https://youtu.be/Jaok_8MNntQ?t=4690",FALSE,TRUE,FALSE,1
"30",909,"A meno che non abbia un problema di ego e vuoi soltanto\Navere ragione tutto il tempo e cerchi di possedere",3.4399999999996,2,86,25.0000000000029,44,"https://youtu.be/Jaok_8MNntQ?t=5483",FALSE,TRUE,FALSE,1
"31",1265,"Potete immaginare che il principale obiettivo degli attivisti\Nper i diritti umani sia di essere apprezzati dagli oppressori?",4.39999999999964,2,106,24.0909090909111,54,"https://youtu.be/Jaok_8MNntQ?t=7854",FALSE,TRUE,FALSE,1
"32",1132,"continuare a fargli queste domande davvero difficili",1.92000000000007,1,46,23.9583333333324,46,"https://youtu.be/Jaok_8MNntQ?t=6884",FALSE,TRUE,FALSE,1
"33",175,"Penso semplicemente che sia una cosa sana e razionale da fare.",2.13999999999987,1,51,23.831775700936,51,"https://youtu.be/Jaok_8MNntQ?t=1259",FALSE,TRUE,FALSE,1
"34",507,"in modo che sia una conversazione che coinvolga entrambi. Quindi non dovreste parlare a persone che sono evidentemente non interessate.",4.78999999999996,1,114,23.7995824634657,114,"https://youtu.be/Jaok_8MNntQ?t=3134",FALSE,TRUE,FALSE,1
"35",847,"E quando le persone dicono ""Proverò a migliorare"", allora\Nvoi collegateci il fatto che non devono ""provare"", ma serve",3.92000000000007,2,93,23.7244897959179,47,"https://youtu.be/Jaok_8MNntQ?t=5140",FALSE,TRUE,FALSE,1
"36",1136,"durante lo streaming potete riguardare la registrazione\Nquando il video sarà caricato e risponderò alle vostra domanda",4.31999999999971,2,102,23.6111111111127,53,"https://youtu.be/Jaok_8MNntQ?t=6906",FALSE,TRUE,FALSE,1
"37",268,"credo che gli parlerò di come possa curare la propria\Nmalattia cardiaca con una dieta a base vegetale.",3.58000000000015,2,84,23.463687150837,44,"https://youtu.be/Jaok_8MNntQ?t=1759",FALSE,TRUE,FALSE,1
"38",409,"dicendo che ci si deve concentrare sulla promozione di petizioni\Ncontro queste aziende, questo riguarda loro come individui",4.47999999999956,2,105,23.4375000000023,55,"https://youtu.be/Jaok_8MNntQ?t=2579",FALSE,TRUE,FALSE,1
"39",902,"Sì, pensavo fosse troppo aggressivo, mi è stato fatto\Nil lavaggio del cervello dal movimento vegano e pensavo",3.84000000000015,2,90,23.4374999999991,47,"https://youtu.be/Jaok_8MNntQ?t=5444",FALSE,TRUE,FALSE,1
"40",746,"questo è quando son diventato vegano. Prima di allora, io\Nmi stavo prendendo in giro dicendo di mangiare vegetale. Mangiavo",4.31999999999971,2,101,23.3796296296312,55,"https://youtu.be/Jaok_8MNntQ?t=4581",FALSE,TRUE,FALSE,1
"41",417,"Perché sto parlando con te adesso. Tu hai una mancanza di compassione per gli animali non-umani?""",3.34999999999991,1,78,23.2835820895529,78,"https://youtu.be/Jaok_8MNntQ?t=2609",FALSE,TRUE,FALSE,1
"42",1273,"possiate mai dimostrare a qualcuno, perché gli state dicendo\Nla verità e gli state dando la reale opportunità di",4,2,93,23.25,51,"https://youtu.be/Jaok_8MNntQ?t=7926",FALSE,TRUE,FALSE,1
"43",262,"un'associazione di nutrizionisti, un gruppo di nutrizionisti che cerca\Ndi cambiare il mondo per il miglioramento della salute dell'uomo.",4.93000000000006,2,114,23.123732251521,60,"https://youtu.be/Jaok_8MNntQ?t=1730",FALSE,TRUE,FALSE,1
"44",1070,"e andare avanti dopo che avete fatto quella affermazione, è\Nsuper efficace e questo è ciò che dovreste fare.",3.84000000000015,2,88,22.9166666666658,49,"https://youtu.be/Jaok_8MNntQ?t=6468",FALSE,TRUE,FALSE,1
"45",1176,"bene, quindi cos'è l'attivismo per i diritti degli animali?\Nattivismo vuol dire parlare a nome delle vittime",3.84000000000015,2,88,22.9166666666658,47,"https://youtu.be/Jaok_8MNntQ?t=7217",FALSE,TRUE,FALSE,1
"46",620,"- ""Ho capito, quindi la crudeltà sugli animali è\Nstata una delle ragioni per cui sei diventata vegetariana?""",3.76999999999998,2,86,22.8116710875333,49,"https://youtu.be/Jaok_8MNntQ?t=3807",FALSE,TRUE,FALSE,1
"47",315,"Chiaramente, se vivessimo in una società in cui ci fossero persone che amano i cani come ci sono",3.43999999999983,1,78,22.6744186046523,78,"https://youtu.be/Jaok_8MNntQ?t=2026",FALSE,TRUE,FALSE,1
"48",493,"Un'altra cosa che voglio dire riguardo questo approccio che vi sto insegnando adesso è che è molto più soddisfacente da attuare",4.68000000000029,1,106,22.6495726495712,106,"https://youtu.be/Jaok_8MNntQ?t=3058",FALSE,TRUE,FALSE,1
"49",569,"Ripeto, non farebbero questi discorsi per nessun'altra\Ningiustizia. Non sarebbero mai ""un pochino"" abusatori di bambini.",4.38000000000011,2,99,22.6027397260268,53,"https://youtu.be/Jaok_8MNntQ?t=3503",FALSE,TRUE,FALSE,1
"50",723,"Uno dei loro amici li ha ritenuti ancora responsabili e perciò la cosa è ancora risuonata nelle loro teste.",3.89999999999964,1,88,22.5641025641047,88,"https://youtu.be/Jaok_8MNntQ?t=4446",FALSE,TRUE,FALSE,1
"51",34,"l'International Cube Day è il giorno più importante\Ndell'anno per noi, perché è la nostra campagna maggiore",3.90000000000003,2,88,22.5641025641024,45,"https://youtu.be/Jaok_8MNntQ?t=260",FALSE,TRUE,FALSE,1
"52",550,"Sempre più persone accettano quanto sia orribile indossare\Nle pellicce. Ma quando si parla di cambiare le loro",4.07999999999993,2,92,22.5490196078435,51,"https://youtu.be/Jaok_8MNntQ?t=3394",FALSE,TRUE,FALSE,1
"53",259,"Bisogna solo paragonarla a qualsiasi altra ingiustizia in quel momento. Noi siamo un'organizzazione per i diritti degli animali.",4.78999999999996,1,108,22.5469728601254,108,"https://youtu.be/Jaok_8MNntQ?t=1715",FALSE,TRUE,FALSE,1
"54",1171,"e un'altra cosa che vorrei puntualizzare è\Nsapete il momento cui chiedete quali sono i benefici",3.51999999999953,2,79,22.4431818181848,44,"https://youtu.be/Jaok_8MNntQ?t=7182",FALSE,TRUE,FALSE,1
"55",464,"Quelle che dicono che essere vegani è facile sono focalizzate sulle vittime, quelle che dicono che è difficile sono focalizzate su se stesse.",5.2199999999998,1,117,22.4137931034491,117,"https://youtu.be/Jaok_8MNntQ?t=2884",FALSE,TRUE,FALSE,1
"56",255,"Pensi che si debba continuare a contribuire a tutto questo o pensi che si debba dire:",3.07999999999993,1,69,22.4025974025979,69,"https://youtu.be/Jaok_8MNntQ?t=1698",FALSE,TRUE,FALSE,1
"57",529,"ciò che state facendo è spingere la conversazione in\Navanti ed è a volte necessario... lo spiegherò dopo",3.75999999999976,2,84,22.3404255319163,44,"https://youtu.be/Jaok_8MNntQ?t=3261",FALSE,TRUE,FALSE,1
"58",1007,"agli animali ecco perché fate sentire la vostra voce e\Nvi ci dedicate con passione non solo vi ci dedicate",3.92000000000007,2,87,22.19387755102,45,"https://youtu.be/Jaok_8MNntQ?t=6059",FALSE,TRUE,FALSE,1
"59",799,"Quindi l'interazione... Quando dite:\N""Cosa pensi di poterci fare a riguardo come individuo?""",3.25,2,72,22.1538461538462,44,"https://youtu.be/Jaok_8MNntQ?t=4866",FALSE,TRUE,FALSE,1
"60",898,"raccontare alle persone quali tipi di reazioni hai\Navuto o se hai avuto qualche interazione negativa?",3.83999999999924,2,85,22.1354166666711,43,"https://youtu.be/Jaok_8MNntQ?t=5423",FALSE,TRUE,FALSE,1
"61",1207,"le informazioni sono già a disposizione quindi\Nnon è necessariamente una questione di informazioni",3.84000000000015,2,85,22.1354166666658,45,"https://youtu.be/Jaok_8MNntQ?t=7459",FALSE,TRUE,FALSE,1
"62",1200,"piantare semi. Gli outreach per i diritti degli animali\Nnon sono un'opera di volantinaggio verbale. Voglio ripeterlo",4.39999999999964,2,97,22.0454545454564,51,"https://youtu.be/Jaok_8MNntQ?t=7414",FALSE,TRUE,FALSE,1
"63",42,"per favore cercate di aspettare fin quando non faccio una sessione di ""domande e risposte""",3.36000000000001,1,74,22.0238095238094,74,"https://youtu.be/Jaok_8MNntQ?t=306",FALSE,TRUE,FALSE,1
"64",265,"che renderanno le persone maggiormente interessate ai diritti animali e questo è il motivo per cui abbiamo parlato di queste cose:",4.94999999999982,1,109,22.0202020202028,109,"https://youtu.be/Jaok_8MNntQ?t=1744",FALSE,TRUE,FALSE,1
"65",1156,"ora non mi dilungherò oltre su questo punto\Na meno che non mi venga in mente qualcosa di importante",3.67999999999938,2,81,22.0108695652211,45,"https://youtu.be/Jaok_8MNntQ?t=7072",FALSE,TRUE,FALSE,1
"66",317,"ma questo non succede. Se aveste detto queste cose a me\N, non avrebbero funzionato, perché crescendo non sono",4,2,88,22,44,"https://youtu.be/Jaok_8MNntQ?t=2035",FALSE,TRUE,FALSE,1
"67",139,"più le persone prenderanno seriamente noi e il nostro messaggio.",2.46000000000004,1,54,21.9512195121948,54,"https://youtu.be/Jaok_8MNntQ?t=1046",FALSE,TRUE,FALSE,1
"68",135,"che operino coerentemente con ciò che stiamo cercando di realizzare e ciò che ci siamo prefissi di raggiungere quando abbiamo fondato AV.",5.24000000000001,1,115,21.9465648854961,115,"https://youtu.be/Jaok_8MNntQ?t=1025",FALSE,TRUE,FALSE,1
"69",931,"Perché non vuoi essere un ipocrita, non vuoi\Nessere un abusatore di animali e non vuoi che qualcuno faccia notare",4.23999999999978,2,93,21.9339622641521,57,"https://youtu.be/Jaok_8MNntQ?t=5622",FALSE,TRUE,FALSE,1
"70",520,"per vedere dove si trova da un punto di vista psicologico quando si parla\Ndi questo argomento. Ma non usate solo la domanda durante",4.88000000000011,2,107,21.9262295081962,60,"https://youtu.be/Jaok_8MNntQ?t=3210",FALSE,TRUE,FALSE,1
"71",1180,"Potrei passare a 30 secondi perché non voglio\Ntrascinarla troppo a lungo per le persone che rivedono",3.75999999999931,2,82,21.8085106383019,46,"https://youtu.be/Jaok_8MNntQ?t=7249",FALSE,TRUE,FALSE,1
"72",430,"siamo vegani ora, il motivo per cui voi siete seduti qua oggi\Ne cercate di imparare a fare outreach.",3.68000000000029,2,80,21.7391304347809,49,"https://youtu.be/Jaok_8MNntQ?t=2679",FALSE,TRUE,FALSE,1
"73",871,"""Sento che ci penserò molto. Sento che la prossima volta\Nche mangerò carne... Ma se diventerò vegana...?""",3.67999999999938,2,79,21.4673913043514,45,"https://youtu.be/Jaok_8MNntQ?t=5280",FALSE,TRUE,FALSE,1
"74",423,"tenendoli ancorati alle loro responsabilità, quando loro stessi vi faranno capire che potrete proseguire, arriva il terzo step,",4.98999999999978,1,107,21.442885771544,107,"https://youtu.be/Jaok_8MNntQ?t=2640",FALSE,TRUE,FALSE,1
"75",588,"Voglio parlarvi molto velocemente del vegetarianismo.",2.20000000000027,1,47,21.3636363636337,47,"https://youtu.be/Jaok_8MNntQ?t=3621",FALSE,TRUE,FALSE,1
"76",758,"dei settori che abusano degli animali, quindi avviene\Nnell'industria della carne, nell'industria del latte, nell'industria delle uova.",5.19999999999982,2,111,21.3461538461546,66,"https://youtu.be/Jaok_8MNntQ?t=4652",FALSE,TRUE,FALSE,1
"77",988,"che hai presentato le tue argomentazioni così gli altri possono leggere\NForse puoi gestire così questa situazione sui social media",5.19999999999982,2,111,21.3461538461546,61,"https://youtu.be/Jaok_8MNntQ?t=5938",FALSE,TRUE,FALSE,1
"78",832,"- ""E sai qual è il beneficio numero uno quando smetti\Ndi supportare gli abusi sugli animali e diventi vegano?",4.07999999999993,2,87,21.3235294117651,46,"https://youtu.be/Jaok_8MNntQ?t=5061",FALSE,TRUE,FALSE,1
"79",270,"questo sta distruggendo la foresta pluviale,\Nquesto sta distruggendo il nostro clima causando una crisi.",4.15000000000009,2,88,21.204819277108,50,"https://youtu.be/Jaok_8MNntQ?t=1767",FALSE,TRUE,FALSE,1
"80",883,"""Devi solo capire che, finché non arriverà il momento in cui\Ndeciderai di adeguare le tue azioni",3.68000000000029,2,78,21.1956521739114,48,"https://youtu.be/Jaok_8MNntQ?t=5349",FALSE,TRUE,FALSE,1
"81",286,"Il movimento vegano non si è occupato davvero dei diritti degli animali. Voglio solo ancora aggiungere",4.05999999999995,1,86,21.1822660098525,86,"https://youtu.be/Jaok_8MNntQ?t=1853",FALSE,TRUE,FALSE,1
"82",256,"""Hey, dobbiamo smettere di fare del male agli animali""?",2.02999999999997,1,43,21.1822660098525,43,"https://youtu.be/Jaok_8MNntQ?t=1702",FALSE,TRUE,FALSE,1
"83",1569,"Farei una correzione e direi che non stiamo promuovendo\Nil vegetarianesimo, perché non affronta il",3.92000000000007,2,83,21.1734693877547,47,"https://youtu.be/Jaok_8MNntQ?t=10112",FALSE,TRUE,FALSE,1
"84",470,"Volevo solo dirvi che abbiamo anche\Naggiornato la pagina ""risorse"" nei nostri biglietti da visita, quindi",4.11999999999989,2,87,21.1165048543695,57,"https://youtu.be/Jaok_8MNntQ?t=2918",FALSE,TRUE,FALSE,1
"85",70,"animali selvatici? È un argomento che ho scoperto da poco,\Nnon so se ne hai già sentito parlare o meno,",3.83999999999992,2,81,21.0937500000005,47,"https://youtu.be/Jaok_8MNntQ?t=510",FALSE,TRUE,FALSE,1
"86",691,"Si può soltanto parlare per conto degli animali nella\Nstessa maniera in cui vorremo si parlasse per noi,",4.07999999999993,2,86,21.0784313725494,45,"https://youtu.be/Jaok_8MNntQ?t=4257",FALSE,TRUE,FALSE,1
"87",169,"forse gli altri la prenderanno nella stessa maniera,\Nma se tu pensi unicamente che dire alle persone la verità",4.31999999999994,2,91,21.0648148148151,47,"https://youtu.be/Jaok_8MNntQ?t=1224",FALSE,TRUE,FALSE,1
"88",360,"Se la risposta è no, non fatelo neanche nel nostro caso.\NGli animali meritano molto di meglio da parte nostra.",4.17999999999984,2,88,21.0526315789482,44,"https://youtu.be/Jaok_8MNntQ?t=2275",FALSE,TRUE,FALSE,1
"89",443,"Non sono sicuro di averlo spiegato abbastanza chiaramente\Nnell'ultimo commento che ho fatto ma",3.80000000000018,2,80,21.0526315789464,50,"https://youtu.be/Jaok_8MNntQ?t=2753",FALSE,TRUE,FALSE,1
"90",329,"Non cambiereta idea sui vostri valori morali quando capite che una cosa è sbagliata. Non cambierete idea sull'abuso sui minori,",4.98999999999978,1,105,21.0420841683376,105,"https://youtu.be/Jaok_8MNntQ?t=2099",FALSE,TRUE,FALSE,1
"91",353,"Pensate se gli attivisti per i diritti civili\Nsi concentrassero nel risultare simpatici ai bianchi",4,2,84,21,46,"https://youtu.be/Jaok_8MNntQ?t=2236",FALSE,TRUE,FALSE,1
"92",457,"Abbiamo creato tutti questi programmi e ricette e cerchiamo di\Nessere sicuri che le persone abbiano tutto il supporto possibile...",5.15999999999985,2,108,20.9302325581401,55,"https://youtu.be/Jaok_8MNntQ?t=2843",FALSE,TRUE,FALSE,1
"93",743,"questo è ciò che li ha fatti diventare vegani.\NÈ stata la stessa cosa per me, è stata la stessa identica",3.92000000000007,2,82,20.9183673469384,45,"https://youtu.be/Jaok_8MNntQ?t=4563",FALSE,TRUE,FALSE,1
"94",804,"dopo aver affrontato tutto questo avanti e indietro\Navanti e indietro... Una volta che avete il loro consenso,",4.26000000000022,2,89,20.8920187793417,45,"https://youtu.be/Jaok_8MNntQ?t=4890",FALSE,TRUE,FALSE,1
"95",1590,"Non sono sicuro che contributo sia la parola corretta",2.15999999999985,1,45,20.8333333333347,45,"https://youtu.be/Jaok_8MNntQ?t=10279",FALSE,TRUE,FALSE,1
"96",1168,"sono un admin di un gruppo Facebook di vegani malese\Nuna domanda che facciamo alle persone quando fanno richiesta",4.5600000000004,2,95,20.8333333333315,52,"https://youtu.be/Jaok_8MNntQ?t=7164",FALSE,TRUE,FALSE,1
"97",683,"""Diremmo la stessa cosa con un altro tipo di ingiustizia? Proveremmo\Na non essere dei maltrattatori di bambini? Dovremmo evitarlo e basta?",5.4399999999996,2,113,20.7720588235309,57,"https://youtu.be/Jaok_8MNntQ?t=4204",FALSE,TRUE,FALSE,1
"98",132,"Da allora siamo diventati una delle organizzazioni\Npiù importanti nel mondo per la difesa dei diritti degli animali",4.71999999999991,2,98,20.7627118644072,54,"https://youtu.be/Jaok_8MNntQ?t=1008",FALSE,TRUE,FALSE,1
"99",530,"in maniera più dettagliata, come ho già detto,\Nvolevo solo aggiungere questo commento, torniamo a noi!",4,2,83,20.75,46,"https://youtu.be/Jaok_8MNntQ?t=3265",FALSE,TRUE,FALSE,1
"100",552,"promuovevo un'alimentazione vegetale, per quasi due\Nanni, prima di diventare attivista per i diritti degli animali.",4.64000000000033,2,96,20.6896551724123,52,"https://youtu.be/Jaok_8MNntQ?t=3403",FALSE,TRUE,FALSE,1
"101",995,"e quindi quando la mia compassione per gli animali si trasforma\Nin qualcosa che qualcuno potrebbe definire aggressività",4.96000000000004,2,102,20.5645161290321,53,"https://youtu.be/Jaok_8MNntQ?t=5979",FALSE,TRUE,FALSE,1
"102",197,"Queste persone camminano verso un cubo\Ne immediatamente sanno che siamo vegani, immediatamente sanno",4.19000000000005,2,86,20.5250596658709,53,"https://youtu.be/Jaok_8MNntQ?t=1381",FALSE,TRUE,FALSE,1
"103",635,"Sicuramente ci sono vegetariani là fuori che non sapevano bene, e anche io ne ho incontrati tanti, semplicemente non conoscevano bene la situazione.",6,1,123,20.5,123,"https://youtu.be/Jaok_8MNntQ?t=3895",FALSE,TRUE,FALSE,1
"104",958,"anche se ci sono problemi più grandi al mondo, e noi sappiamo\Nche questo è il problema più importante,",4,2,82,20.5,49,"https://youtu.be/Jaok_8MNntQ?t=5782",FALSE,TRUE,FALSE,1
"105",801,"a utilizzare per distrarti e dicono: ""Beh si potrebbe\Nprotestare contro il governo, protestare contro le industrie""",4.64000000000033,2,95,20.474137931033,52,"https://youtu.be/Jaok_8MNntQ?t=4874",FALSE,TRUE,FALSE,1
"106",536,"Ma ciò che non voglio che facciate è\Nche stravolgiate l'approccio stesso e che iniziate",3.51999999999998,2,72,20.4545454545456,43,"https://youtu.be/Jaok_8MNntQ?t=3304",FALSE,TRUE,FALSE,1
"107",1214,"Ragazzi, vi sto solo insegnando ciò che ho imparato\Ne che abbiamo imparato insieme, in realtà. Quindi,\N# REVISORI: primo sub di spezzone",5.28000000000065,3,108,20.4545454545429,42,"https://youtu.be/Jaok_8MNntQ?t=7499",FALSE,FALSE,TRUE,1
"108",518,"usato all'interno della vostra interazione quando lo ritenere opportuno,\Nogni qual volta si suppone che debba essere usato,",5.03999999999996,2,103,20.4365079365081,62,"https://youtu.be/Jaok_8MNntQ?t=3200",FALSE,TRUE,FALSE,1
"109",184,"Non stiamo necessariamente facendo vergognare le persone,\Nperò le facciamo sentire colpevoli.",3.91999999999985,2,80,20.4081632653069,50,"https://youtu.be/Jaok_8MNntQ?t=1306",FALSE,TRUE,FALSE,1
"110",217,"Com'è che quando si sono verificati incendi boschivi\Nnon abbiamo sentito niente riguardo",3.68000000000006,2,75,20.3804347826083,44,"https://youtu.be/Jaok_8MNntQ?t=1491",FALSE,TRUE,FALSE,1
"111",1503,"che in realtà sta solo cercando di piacere,\Nche in realtà si sta focalizzando sull'ottenere\N# REVISORI: primo sub di spezzone",4.95999999999913,3,101,20.36290322581,40,"https://youtu.be/Jaok_8MNntQ?t=9603",FALSE,FALSE,TRUE,1
"112",69,"andrò avanti a rispondere per voi ora. Ecco una\Ndomanda: ""Qual è la tua opinione sulla sofferenza degli",4.08000000000004,2,83,20.3431372549018,45,"https://youtu.be/Jaok_8MNntQ?t=506",FALSE,TRUE,FALSE,1
"113",637,"Ma quello che voglio dire è che la maggior parte delle persone non sono così\Nse sono vegetariani. Immaginate se tutti i vegetariani fossero vegani...",5.94999999999982,2,121,20.3361344537821,62,"https://youtu.be/Jaok_8MNntQ?t=3906",FALSE,TRUE,FALSE,1
